IN NO EVENT SHALL MOUNT SINAI HOSPITAL BE LIABLE TO ANY PARTY FOR DIRECT, INDIRECT, SPECIAL, INCIDENTAL, OR CONSEQUENTIAL
DAMAGES, INCLUDING LOST PROFITS, ARISING OUT OF THE USE OF THIS SOFTWARE AND ITS DOCUMENTATION, EVEN IF MOUNT SINAI HOSPITAL
HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGE.

MOUNT SINAI HOSPITAL SPECIFICALLY DISCLAIMS ANY IMPLIED WARRANTIES OF MERCHANTABILITY AND FITNESS FOR A PARTICULAR PURPOSE.
THE SOFTWARE AND ACCOMPANYING DOCUMENTATION, IF ANY, PROVIDED HEREUNDER IS PROVIDED "AS IS". MOUNT SINAI HOSPITAL HAS NO
OBLIGATION TO PROVIDE MAINTENANCE, SUPPORT, UPDATES, ENHANCEMENTS, OR MODIFICATIONS.

Published research assisted by this document should cite the original publishing author, as well as:
In any articles making use of this data, please refer to:
Stark C, Breitkreutz BJ, Reguly T, Boucher L, Breitkreutz A, Tyers M. BioGRID: A General Repository for Interaction Datasets. Nucleic Acids Res. Jan1;34:D535-9.

This data is distributed for research purposes only, and is provided WITHOUT ANY WARRANTY.

----------------------------------------------------------------------------------------------------

Brief Description of the Columns: 

A.) INTERACTOR_A			Unique ID for Interacting Partner A
B.) INTERACTOR_B			Unique ID for Interacting Partner B
C.) OFFICIAL_SYMBOL_FOR_A
D.) OFFICIAL_SYMBOL_FOR_B
E.) ALIASES_FOR_A			List of common names for geneA, separated by '|'
F.) ALIASES_FOR_B			List of common names for geneB, separated by '|'
G.) EXPERIMENTAL_SYSTEM			System in which the interaction was shown
H.) SOURCE				Author/s of the interaction
I.) PUBMED_ID				PubMed_ID of the paper, separated by ';'
J.) ORGANISM_A_ID				NCBI ID of Gene A Organism
K.) ORGANISM_B_ID				NCBI ID of Gene B Organism

----------------------------------------------------------------------------------------------------
File Version: 2.0.56
----------------------------------------------------------------------------------------------------

INTERACTOR_A	INTERACTOR_B	OFFICIAL_SYMBOL_A	OFFICIAL_SYMBOL_B	ALIASES_FOR_A	ALIASES_FOR_B	EXPERIMENTAL_SYSTEM	SOURCE	PUBMED_ID	ORGANISM_A_ID	ORGANISM_B_ID
EG58974	EG64845	Gabarap	Gphn	N/A	Geph	Two-hybrid	Kneussel M (2000)	10900017	10116	10116
EG312703	EG266759	Pex5 predicted	Hspa4	Pex5	Hsp110|Hsp70|irp94	Reconstituted Complex	Harano T (2001)	11415446	10116	10116
EG9455	EG29559	HOMER2	Grik1	ACPD|CPD|HOMER-2|Vesl-2|HOMER2A|HOMER2B	GluR-5|GluR5	Two-hybrid	Brakeman PR (1997)	9069287	9606	10116
EG9455	EG29559	HOMER2	Grik1	ACPD|CPD|HOMER-2|Vesl-2|HOMER2A|HOMER2B	GluR-5|GluR5	Affinity Capture-Western	Brakeman PR (1997)	9069287	9606	10116
EG6722	EG81785	SRF	Ssrp1	MCM1	MGC94298	Two-hybrid	Spencer JA (1999)	10336466	9606	10116
EG81771	EG2115	Rps6ka1	ETV1	N/A	DKFZp781L0674|ER81|MGC104699|MGC120533|MGC120534	Affinity Capture-Western	Wu J (2002)	12213813	10116	9606
EG25012	EG6804	Snap25	STX1A	MGC105414|SNAP-25B	HPC-1|STX1|p35-1	Two-hybrid	Araki S (1997)	9168999	10116	9606
EG25012	EG2054	Snap25	EPIM	MGC105414|SNAP-25B	MGC51014|STX2A|STX2B|STX2C|STX2|EPM	Two-hybrid	Araki S (1997)	9168999	10116	9606
EG25012	EG6809	Snap25	STX3A	MGC105414|SNAP-25B	STX3	Two-hybrid	Araki S (1997)	9168999	10116	9606
EG25012	EG6810	Snap25	STX4A	MGC105414|SNAP-25B	p35-2|STX4	Two-hybrid	Araki S (1997)	9168999	10116	9606
EG6804	EG25012	STX1A	Snap25	HPC-1|STX1|p35-1	MGC105414|SNAP-25B	Two-hybrid	Araki S (1997)	9168999	9606	10116
EG2054	EG25012	EPIM	Snap25	MGC51014|STX2A|STX2B|STX2C|STX2|EPM	MGC105414|SNAP-25B	Two-hybrid	Araki S (1997)	9168999	9606	10116
EG6809	EG25012	STX3A	Snap25	STX3	MGC105414|SNAP-25B	Two-hybrid	Araki S (1997)	9168999	9606	10116
EG6810	EG25012	STX4A	Snap25	p35-2|STX4	MGC105414|SNAP-25B	Two-hybrid	Araki S (1997)	9168999	9606	10116
RP11-56D16.3	EG83589	STXBP1	Apba1	MUNC18-1|UNC18|hUNC18|rbSec1	Mint1	Two-hybrid	Okamoto M (1997)	9395480	9606	10116
RP11-56D16.3	EG83610	STXBP1	Apba2	MUNC18-1|UNC18|hUNC18|rbSec1	Mint2	Two-hybrid	Okamoto M (1997)	9395480	9606	10116
RP11-56D16.3	EG29495	STXBP1	Dlgh4	MUNC18-1|UNC18|hUNC18|rbSec1	PSD95|Sap90	Two-hybrid	Okamoto M (1997)	9395480	9606	10116
RP11-56D16.3	EG65134	STXBP1	Stx5a	MUNC18-1|UNC18|hUNC18|rbSec1	MGC156622	Two-hybrid	Okamoto M (1997)	9395480	9606	10116
EG83589	EG25558	Apba1	Stxbp1	Mint1	ANC18HA|Munc18-1|NSEC1A|Sec1|n-sec1|rbSec1|rbSec1A|rbSec1B	Affinity Capture-Western	Okamoto M (1997)	9395480	10116	10116
EG83589	EG25558	Apba1	Stxbp1	Mint1	ANC18HA|Munc18-1|NSEC1A|Sec1|n-sec1|rbSec1|rbSec1A|rbSec1B	Reconstituted Complex	Okamoto M (1997)	9395480	10116	10116
EG83589	EG116470	Apba1	Stx1a	Mint1	N/A	Affinity Capture-Western	Okamoto M (1997)	9395480	10116	10116
EG83589	EG116470	Apba1	Stx1a	Mint1	N/A	Reconstituted Complex	Okamoto M (1997)	9395480	10116	10116
EG83589	EG25012	Apba1	Snap25	Mint1	MGC105414|SNAP-25B	Reconstituted Complex	Okamoto M (1997)	9395480	10116	10116
EG83610	EG25558	Apba2	Stxbp1	Mint2	ANC18HA|Munc18-1|NSEC1A|Sec1|n-sec1|rbSec1|rbSec1A|rbSec1B	Affinity Capture-Western	Okamoto M (1997)	9395480	10116	10116
EG83610	EG116470	Apba2	Stx1a	Mint2	N/A	Affinity Capture-Western	Okamoto M (1997)	9395480	10116	10116
EG116500	EG308578	Snap29	Ap2a1 predicted	Gs32|MGC105273	N/A	Affinity Capture-Western	Rotem-Yehudar R (2001)	11423532	10116	10116
EG25718	EG293692	Igf1r	Ehd1	IGFIRC|JTK13	RGD1306960	Affinity Capture-Western	Rotem-Yehudar R (2001)	11423532	10116	10116
EG25718	EG116500	Igf1r	Snap29	IGFIRC|JTK13	Gs32|MGC105273	Affinity Capture-Western	Rotem-Yehudar R (2001)	11423532	10116	10116
EG116500	EG293692	Snap29	Ehd1	Gs32|MGC105273	RGD1306960	Affinity Capture-Western	Rotem-Yehudar R (2001)	11423532	10116	10116
EG53822	EG24211	FXYD7	Atp1a1	FLJ25096	Nkaa1b	Affinity Capture-Western	Beguin P (2002)	12093728	9606	10116
EG53822	EG25650	FXYD7	Atp1b1	FLJ25096	ATPBS	Affinity Capture-Western	Beguin P (2002)	12093728	9606	10116
EG11244	EG171159	ZHX1	Zhx1	N/A	N/A	Two-hybrid	Hirano S (2002)	12062805	9606	10116
EG7832	EG84591	BTG2	Prkcabp	PC3|TIS21|MGC126063|MGC126064	Pick1	Two-hybrid	Lin WJ (2001)	11237868	9606	10116
EG84591	EG7832	Prkcabp	BTG2	Pick1	PC3|TIS21|MGC126063|MGC126064	Reconstituted Complex	Lin WJ (2001)	11237868	10116	9606
EG84591	EG7832	Prkcabp	BTG2	Pick1	PC3|TIS21|MGC126063|MGC126064	Affinity Capture-Western	Lin WJ (2001)	11237868	10116	9606
EG50818	EG84591	PKC	Prkcabp	DYT10	Pick1	Biochemical Activity	Lin WJ (2001)	11237868	9606	10116
EG1048	EG116655	CEACAM5	Hnrpm	CD66e|CEA|DKFZp781M2392	Hnrpm4|MGC109545	Two-hybrid	Bajenova OV (2001)	11406629	9606	10116
EG116655	EG1048	Hnrpm	CEACAM5	Hnrpm4|MGC109545	CD66e|CEA|DKFZp781M2392	Affinity Capture-Western	Bajenova OV (2001)	11406629	10116	9606
EG140938	EG2908	Psmc3ip	NR3C1	Gt198|Tbpip	GCR|GR|GRL|GCCR	Reconstituted Complex	Ko L (2002)	11739747	10116	9606
EG140938	EG2908	Psmc3ip	NR3C1	Gt198|Tbpip	GCR|GR|GRL|GCCR	Two-hybrid	Ko L (2002)	11739747	10116	9606
EG24536	EG25239	Lepr	Apod	Fa	AOPDGN	Two-hybrid	Liu Z (2001)	11344130	10116	10116
EG25239	EG24536	Apod	Lepr	AOPDGN	Fa	Reconstituted Complex	Liu Z (2001)	11344130	10116	10116
EG24536	EG25239	Lepr	Apod	Fa	AOPDGN	Reconstituted Complex	Liu Z (2001)	11344130	10116	10116
EG29741	EG25467	Pik3r2	Irs1	MGC108697	IRS1IRM	Affinity Capture-Western	Kessler A (2001)	11120660	10116	10116
EG29741	EG29376	Pik3r2	Irs2	MGC108697	4PS|IRS-2	Affinity Capture-Western	Kessler A (2001)	11120660	10116	10116
EG2773	EG84595	GNAI3	Nucb1	87U6|FLJ26559	Nucb	Two-hybrid	Lin P (1998)	9647645	9606	10116
EG64680	EG7349	Crhr2	UCN	Crf2r	UI|UROC|MGC129974|MGC129975	Reconstituted Complex	Donaldson CJ (1996)	8612563	10116	9606
EG363875	EG64158	Rac1	Tuba1	N/A	Tuba1a	Co-purification	Best A (1996)	8631991	10116	10116
EG363875	EG291081	Rac1	RGD1309427	N/A	Tubb2b|MGC124866	Co-purification	Best A (1996)	8631991	10116	10116
EG51102	EG25735	CGI-63	Hnf4a	NRBF1|MECR|FASN2B	Hnf4|Tcf4	Two-hybrid	Masuda N (1998)	9795230	9606	10116
EG51102	EG24831	CGI-63	Thrb	NRBF1|MECR|FASN2B	ERBA2|RATT3REC|T3rec|TRbeta|C-erba-beta|Nr1a2	Two-hybrid	Masuda N (1998)	9795230	9606	10116
EG192258	EG113894	Gabrr3	Sqstm1	N/A	ZIP|ZIP3|Osi	Two-hybrid	Croci C (2003)	12431995	10116	10116
EG170840	EG113894	Slc40a1	Sqstm1	Fpn1|Slc11a3|Slc39a1	ZIP|ZIP3|Osi	Reconstituted Complex	Croci C (2003)	12431995	10116	10116
EG113894	EG113894	Sqstm1	Sqstm1	ZIP|ZIP3|Osi	ZIP|ZIP3|Osi	Reconstituted Complex	Croci C (2003)	12431995	10116	10116
EG192258	EG113894	Gabrr3	Sqstm1	N/A	ZIP|ZIP3|Osi	Reconstituted Complex	Croci C (2003)	12431995	10116	10116
EG113894	EG25522	Sqstm1	Prkcz	ZIP|ZIP3|Osi	14-3-3-zetaisoform|Pkcz|r14-3-3	Reconstituted Complex	Croci C (2003)	12431995	10116	10116
EG113894	EG29738	Sqstm1	Kcnab2	ZIP|ZIP3|Osi	N/A	Reconstituted Complex	Croci C (2003)	12431995	10116	10116
EG58822	RP23-26L6.6	Csnk1e	Per1	N/A	MGC102121|Per|m-rigui|mPer1	Affinity Capture-Western	Takano A (2000)	10899319	10116	10090
EG58822	EG18627	Csnk1e	Per2	N/A	mKIAA0347|mPer2	Affinity Capture-Western	Takano A (2000)	10899319	10116	10090
EG58822	RP23-455G15.2	Csnk1e	Per3	N/A	2810049O06Rik|mPer3	Affinity Capture-Western	Takano A (2000)	10899319	10116	10090
EG1050	EG81647	CEBPA	Atf2	C/EBP-alpha|CEBP	N/A	Reconstituted Complex	Shuman JD (1997)	9139739	9606	10116
EG81647	EG1050	Atf2	CEBPA	N/A	C/EBP-alpha|CEBP	Far Western	Shuman JD (1997)	9139739	10116	9606
EG1050	EG81647	CEBPA	Atf2	C/EBP-alpha|CEBP	N/A	Far Western	Shuman JD (1997)	9139739	9606	10116
EG81647	EG1050	Atf2	CEBPA	N/A	C/EBP-alpha|CEBP	Co-purification	Shuman JD (1997)	9139739	10116	9606
EG81647	EG1051	Atf2	CEBPB	N/A	C/EBP-beta|CRP2|IL6DBP|LAP|MGC32080|NF-IL6|TCF5	Reconstituted Complex	Shuman JD (1997)	9139739	10116	9606
EG56896	EG293041	DPYSL5	Fes predicted	CRAM|CRMP-5|CRMP5|Ulip6|FLJ45383	Fes	Co-purification	Mitsui N (2002)	12093729	9606	10116
EG56896	EG293041	DPYSL5	Fes predicted	CRAM|CRMP-5|CRMP5|Ulip6|FLJ45383	Fes	Affinity Capture-Western	Mitsui N (2002)	12093729	9606	10116
EG65201	EG23122	Rsn	CLASP2	CLIP-170|MGC114234	N/A	Affinity Capture-Western	Akhmanova A (2001)	11290329	10116	9606
EG81672	EG281165	Grm7	FLNA	N/A	N/A	Two-hybrid	Enz R (2002)	11943148	10116	9913
EG24418	EG281165	Grm5	FLNA	mGluR5|mGlur5	N/A	Two-hybrid	Enz R (2002)	11943148	10116	9913
EG60590	EG281165	Grm8	FLNA	Glur8|Gprc1h|Mglur8|mGlur	N/A	Two-hybrid	Enz R (2002)	11943148	10116	9913
EG81672	XX-FW83128A1.1	Grm7	FLNA	N/A	ABP-280|ABPX|FLN|FLN1|FMD|MNS|NHBP|OPD|OPD1|OPD2|filamin A|DKFZp434P031	Reconstituted Complex	Enz R (2002)	11943148	10116	9606
EG81823	EG83722	Cib1	Plk2	Cib|Sip2-28	Snk	Reconstituted Complex	Kauselmann G (1999)	10523297	10116	10116
EG81823	EG58936	Cib1	Plk3	Cib|Sip2-28	Cnk	Reconstituted Complex	Kauselmann G (1999)	10523297	10116	10116
EG81823	EG83722	Cib1	Plk2	Cib|Sip2-28	Snk	Two-hybrid	Kauselmann G (1999)	10523297	10116	10116
EG81823	EG58936	Cib1	Plk3	Cib|Sip2-28	Cnk	Two-hybrid	Kauselmann G (1999)	10523297	10116	10116
EG24596	RP23-272D10.5	Ngfr	Maged1	LNGFR|RNNGFRR|p75|p75NTR	2810433C11Rik|5430405L04Rik|DXBwg1492e|Dlixin|Dlxin-1|Dlxin1|FLJ00163|NRAGE|mFLJ00163	Two-hybrid	Salehi AH (2000)	10985348	10116	10090
EG24596	RP23-272D10.5	Ngfr	Maged1	LNGFR|RNNGFRR|p75|p75NTR	2810433C11Rik|5430405L04Rik|DXBwg1492e|Dlixin|Dlxin-1|Dlxin1|FLJ00163|NRAGE|mFLJ00163	Reconstituted Complex	Salehi AH (2000)	10985348	10116	10090
EG24596	RP23-272D10.5	Ngfr	Maged1	LNGFR|RNNGFRR|p75|p75NTR	2810433C11Rik|5430405L04Rik|DXBwg1492e|Dlixin|Dlxin-1|Dlxin1|FLJ00163|NRAGE|mFLJ00163	Affinity Capture-Western	Salehi AH (2000)	10985348	10116	10090
EG10659	EG54225	CUGBP2	Apob	BRUNOL3|Etr-3|NAPOR	Aa1064|Ac1-060|ApoB-100|ApoB-48	Affinity Capture-RNA	Anant S (2001)	11577082	9606	10116
EG266714	EG117519	Myo7a	Keap1	N/A	Inrf2	Co-purification	Velichkova M (2002)	11921171	10116	10116
EG51100	EG170920	SH3GLB1	Map4k3	Bif-1|CGI-61|KIAA0491|dJ612B15.2	N/A	Reconstituted Complex	Ramjaun AR (2001)	11384986	9606	10116
EG170920	EG51100	Map4k3	SH3GLB1	N/A	Bif-1|CGI-61|KIAA0491|dJ612B15.2	Reconstituted Complex	Ramjaun AR (2001)	11384986	10116	9606
EG51100	EG170920	SH3GLB1	Map4k3	Bif-1|CGI-61|KIAA0491|dJ612B15.2	N/A	Affinity Capture-Western	Ramjaun AR (2001)	11384986	9606	10116
EG170920	EG51100	Map4k3	SH3GLB1	N/A	Bif-1|CGI-61|KIAA0491|dJ612B15.2	Affinity Capture-Western	Ramjaun AR (2001)	11384986	10116	9606
EG419824	EG83841	NFASC	Sdcbp	N/A	TACIP18|mda-9	Two-hybrid	Koroll M (2001)	11152476	9031	10116
EG419824	EG311532	NFASC	Sdcbp2	N/A	MGC116231	Two-hybrid	Koroll M (2001)	11152476	9031	10116
EG419824	EG83841	NFASC	Sdcbp	N/A	TACIP18|mda-9	Reconstituted Complex	Koroll M (2001)	11152476	9031	10116
EG83841	EG83841	Sdcbp	Sdcbp	TACIP18|mda-9	TACIP18|mda-9	Two-hybrid	Koroll M (2001)	11152476	10116	10116
EG83841	EG83841	Sdcbp	Sdcbp	TACIP18|mda-9	TACIP18|mda-9	Affinity Capture-Western	Koroll M (2001)	11152476	10116	10116
EG83841	EG83841	Sdcbp	Sdcbp	TACIP18|mda-9	TACIP18|mda-9	Co-purification	Koroll M (2001)	11152476	10116	10116
EG311532	EG311532	Sdcbp2	Sdcbp2	MGC116231	MGC116231	Two-hybrid	Koroll M (2001)	11152476	10116	10116
EG311532	EG83841	Sdcbp2	Sdcbp	MGC116231	TACIP18|mda-9	Two-hybrid	Koroll M (2001)	11152476	10116	10116
EG83841	EG311532	Sdcbp	Sdcbp2	TACIP18|mda-9	MGC116231	Two-hybrid	Koroll M (2001)	11152476	10116	10116
EG140722	EG29647	Caskin1	Cask	N/A	N/A	Affinity Capture-Western	Tabuchi K (2002)	12040031	10116	10116
EG140722	EG29647	Caskin1	Cask	N/A	N/A	Reconstituted Complex	Tabuchi K (2002)	12040031	10116	10116
EG1742	EG56725	DLG4	Cript	PSD95|SAP90	N/A	Two-hybrid	Niethammer M (1998)	9581762	9606	10116
EG1742	EG25469	DLG4	Kcna4	PSD95|SAP90	KCHAN|Kv1.4|Kv4|RHK1|RK3	Two-hybrid	Niethammer M (1998)	9581762	9606	10116
EG1742	EG24410	DLG4	Grin2b	PSD95|SAP90	N/A	Two-hybrid	Niethammer M (1998)	9581762	9606	10116
EG54292	EG3579	Rgs12	IL8RB	N/A	CDw128b|CMKAR2|CXCR2|IL8R2|IL8RA|CD182	Far Western	Snow BE (1998)	9651375	10116	9606
EG3579	EG54292	IL8RB	Rgs12	CDw128b|CMKAR2|CXCR2|IL8R2|IL8RA|CD182	N/A	Reconstituted Complex	Snow BE (1998)	9651375	9606	10116
EG3579	EG54292	IL8RB	Rgs12	CDw128b|CMKAR2|CXCR2|IL8R2|IL8RA|CD182	N/A	Two-hybrid	Snow BE (1998)	9651375	9606	10116
EG25747	EG8204	Ppara	NRIP1	PPAR	RIP140	Two-hybrid	Treuter E (1998)	9626662	10116	9606
EG24176	EG171026	Adrb2	Akap5	N/A	AKAP150|Akap79|P150	Affinity Capture-Western	Fraser ID (2000)	10753752	10116	10116
EG24176	EG24681	Adrb2	Prkcc	N/A	MGC105487|PKC|PKCI|Prkc|Prkcg|RATPKCI	Affinity Capture-Western	Fraser ID (2000)	10753752	10116	10116
EG24176	EG171026	Adrb2	Akap5	N/A	AKAP150|Akap79|P150	Reconstituted Complex	Fraser ID (2000)	10753752	10116	10116
EG171046	EG85489	N/A	Twist1	Pan2|Tcfe2a	Twist	Two-hybrid	Thomas MK (1999)	10567574	10116	10116
EG171046	EG25585	N/A	Id3	Pan2|Tcfe2a	N/A	Two-hybrid	Thomas MK (1999)	10567574	10116	10116
EG171046	EG161475	N/A	Psmd9	Pan2|Tcfe2a	Bridge|Bridge-1	Two-hybrid	Thomas MK (1999)	10567574	10116	10116
EG171046	EG161475	N/A	Psmd9	Pan2|Tcfe2a	Bridge|Bridge-1	Reconstituted Complex	Thomas MK (1999)	10567574	10116	10116
EG83840	EG1460	Rps6kb1	CSNK2B	N/A	CK2B|CK2N|CSK2B|G5A|MGC138222|MGC138224	Two-hybrid	Panasyuk G (2006)	16895915	10116	9606
EG56718	EG1978	Frap1	EIF4EBP1	RAFT1|mTOR	4EBP1|PHAS-I|BP-1|MGC4316	Reconstituted Complex	Gingras AC (1999)	10364159	10116	9606
EG117045	EG1981	Eif4e	EIF4G1	MGC93265	DKFZp686A1451|EIF4F|EIF4G|p220	Affinity Capture-Western	Vary TC (2005)	16010989	10116	9606
EG117045	EG1981	Eif4e	EIF4G1	MGC93265	DKFZp686A1451|EIF4F|EIF4G|p220	Affinity Capture-Western	Mezey E (2005)	16236269	10116	9606
EG81812	EG5295	Thra	PIK3R1	ERBA1|Thra1	GRB1|p85-ALPHA	Affinity Capture-Western	Kenessey A (2006)	16717100	10116	9606
EG24855	EG7248	Tsc2	TSC1	Rc	KIAA0243|LAM|MGC86987|TSC	Co-localization	Yamamoto Y (2002)	12147258	10116	9606
EG24855	EG7527	Tsc2	YWHAA	Rc	N/A	Two-hybrid	Shumway SD (2003)	12468542	10116	9606
EG56718	EG10243	Frap1	GPHN	RAFT1|mTOR	GEPH|GPH|GPHRYN|KIAA1385	Two-hybrid	Sabatini DM (1999)	10325225	10116	9606
EG60445	EG24715	Tsc1	Ren1	N/A	RATRENAA|RENAA|Ren	Co-localization	Murthy V (2000)	10807585	10116	10116
EG60445	EG24855	Tsc1	Tsc2	N/A	Rc	Co-localization	Murthy V (2000)	10807585	10116	10116
EG83571	EG24855	Cdkn1b	Tsc2	CDKN4|Cdki1b|Kip1|P27KIP1|p27	Rc	Affinity Capture-Western	Rosner M (2004)	15355997	10116	10116
EG83613	EG24855	Nefl	Tsc2	NF-L|Nfl	Rc	Co-localization	Haddad LA (2002)	12226091	10116	10116
EG2475	EG25125	FRAP1	Stat3	FRAP|FRAP2|MTOR|RAFT1|RAPT1|FLJ44809	MGC93551	Affinity Capture-Western	Rajan P (2003)	12796477	9606	10116
EG25467	EG25513	Irs1	Pik3r1	IRS1IRM	PI3KA	Affinity Capture-Western	Elsawa SF (2003)	12594288	10116	10116
RP11-314N13.2	EG56718	FKBP1A	Frap1	FKBP-12|FKBP1|FKBP12|FKBP12C|PKC12|PKCI2|PPIASE	RAFT1|mTOR	Affinity Capture-Western	Edinger AL (2003)	14679009	9606	10116
EG24855	EG60445	Tsc2	Tsc1	Rc	N/A	Co-purification	Yamamoto Y (2002)	12147258	10116	10116
EG83613	EG60445	Nefl	Tsc1	NF-L|Nfl	N/A	Co-localization	Haddad LA (2002)	12226091	10116	10116
EG25513	EG81812	Pik3r1	Thra	PI3KA	ERBA1|Thra1	Affinity Capture-Western	Kenessey A (2006)	16717100	10116	10116
EG287711	EG83840	Naglu	Rps6kb1	MGC94749|Coasy	N/A	Co-purification	Nemazanyy I (2004)	15589845	10116	10116
EG56718	EG116636	Frap1	Eif4ebp1	RAFT1|mTOR	PHAS-I	Affinity Capture-Western	Heesom KJ (1999)	10471835	10116	10116
EG117045	EG116636	Eif4e	Eif4ebp1	MGC93265	PHAS-I	Affinity Capture-Western	Vary TC (2005)	16010989	10116	10116
EG117045	EG116636	Eif4e	Eif4ebp1	MGC93265	PHAS-I	Affinity Capture-Western	Tinton SA (1999)	10100614	10116	10116
EG117045	EG116636	Eif4e	Eif4ebp1	MGC93265	PHAS-I	Affinity Capture-Western	Mezey E (2005)	16236269	10116	10116
EG117045	EG116636	Eif4e	Eif4ebp1	MGC93265	PHAS-I	Affinity Capture-Western	Potter MW (2001)	11319880	10116	10116
EG3643	EG58844	INSR	Grb14	CD220|HHF5	N/A	Affinity Capture-Western	Kasus-Jacobi A (1998)	9748281	9606	10116
EG25567	EG25393	Tnr	Bcan	J1NRM	ALPBRE	Affinity Capture-Western	Aspberg A (1997)	9294172	10116	10116
EG24338	RP11-272L14.1	Ephb1	EFNB2	Ephb2|Erk|elk	EPLG5|HTKL|Htk-L|LERK5|MGC126226|MGC126227|MGC126228	Reconstituted Complex	Cerretti DP (1995)	8559144	10116	9606
EG81678	RP11-10M8.1	Itpr2	TRPC4	N/A	HTRP4|TRP4|MGC119570|MGC119571|MGC119572|MGC119573	Reconstituted Complex	Mery L (2001)	11163362	10116	9606
EG54300	EG29468	Slc12a3	Grp58	NCC|TSC	ER60|ERp57|Pdia3	Affinity Capture-Western	Wyse B (2002)	11832422	10116	10116
EG246232	EG24185	Uxs1	Akt1	MGC93157|UGD	Akt	Two-hybrid	Moriarity JL (2002)	11877387	10116	10116
EG246232	EG24185	Uxs1	Akt1	MGC93157|UGD	Akt	Reconstituted Complex	Moriarity JL (2002)	11877387	10116	10116
EG291981	EG291981	NTF2	NTF2	MGC72930	MGC72930	Co-crystal Structure	Bullock TL (1996)	8757804	10116	10116
EG291981	EG84509	NTF2	Ran	MGC72930	N/A	Reconstituted Complex	Bullock TL (1996)	8757804	10116	10116
EG60668	EG140694	Amph1	Dnm1	N/A	Dnm	Reconstituted Complex	Slepnev VI (1998)	9694653	10116	10116
EG313845	EG29704	Sos1	Pacsin1	N/A	N/A	Affinity Capture-Western	Wasiak S (2001)	11352907	10116	10116
EG24831	EG5469	Thrb	PPARBP	ERBA2|RATT3REC|T3rec|TRbeta|C-erba-beta|Nr1a2	CRSP1|CRSP200|DRIP205|DRIP230|MED1|MGC71488|PBP|PPARGBP|RB18A|TRAP220|TRIP2	Two-hybrid	Lee JW (1995)	7776974	10116	9606
EG24831	EG9326	Thrb	TRIP3	ERBA2|RATT3REC|T3rec|TRbeta|C-erba-beta|Nr1a2	ZNHIT3	Two-hybrid	Lee JW (1995)	7776974	10116	9606
EG24831	EG9325	Thrb	TRIP4	ERBA2|RATT3REC|T3rec|TRbeta|C-erba-beta|Nr1a2	HsT17391	Two-hybrid	Lee JW (1995)	7776974	10116	9606
EG24831	EG3832	Thrb	KIF11	ERBA2|RATT3REC|T3rec|TRbeta|C-erba-beta|Nr1a2	EG5|HKSP|KNSL1|TRIP5	Two-hybrid	Lee JW (1995)	7776974	10116	9606
EG24831	tcag7.1300	Thrb	TRIP6	ERBA2|RATT3REC|T3rec|TRbeta|C-erba-beta|Nr1a2	MGC10556|MGC10558|MGC29959|MGC3837|MGC4423|OIP1|ZRP-1	Two-hybrid	Lee JW (1995)	7776974	10116	9606
EG24831	EG9324	Thrb	HMGN3	ERBA2|RATT3REC|T3rec|TRbeta|C-erba-beta|Nr1a2	PNAS-24|TRIP7|DKFZp686E20226|PNAS-25	Two-hybrid	Lee JW (1995)	7776974	10116	9606
EG24831	EG221037	Thrb	JMJD1C	ERBA2|RATT3REC|T3rec|TRbeta|C-erba-beta|Nr1a2	DKFZp761F0118|FLJ14374|KIAA1380|TRIP8|RP11-10C13.2	Two-hybrid	Lee JW (1995)	7776974	10116	9606
EG24831	EG4793	Thrb	NFKBIB	ERBA2|RATT3REC|T3rec|TRbeta|C-erba-beta|Nr1a2	IKBB|TRIP9	Two-hybrid	Lee JW (1995)	7776974	10116	9606
EG24831	EG9322	Thrb	TRIP10	ERBA2|RATT3REC|T3rec|TRbeta|C-erba-beta|Nr1a2	CIP4|HSTP|STOT|STP	Two-hybrid	Lee JW (1995)	7776974	10116	9606
EG24831	EG9321	Thrb	TRIP11	ERBA2|RATT3REC|T3rec|TRbeta|C-erba-beta|Nr1a2	CEV14|GMAP-210|TRIP230	Two-hybrid	Lee JW (1995)	7776974	10116	9606
EG24831	EG9318	Thrb	COPS2	ERBA2|RATT3REC|T3rec|TRbeta|C-erba-beta|Nr1a2	ALIEN|CSN2|SGN2|TRIP15	Two-hybrid	Lee JW (1995)	7776974	10116	9606
EG84476	EG54287	Strbp	Prkr	Spnr	Pkr	Reconstituted Complex	Coolidge CJ (2000)	10684936	10116	10116
EG65248	tcag7.78	Prkaa1	CFTR	5-AMP-activatedproteinkinasealpha-1catalyticsubunit|5  -AMP-activatedproteinkinasealpha-1catalyticsubunit	ABC35|ABCC7|CF|MRP7|TNR-CFTR|dJ760C5.1|CFTR/MRP	Two-hybrid	Hallows KR (2000)	10862786	10116	9606
EG24208	EG1499	Ar	CTNNB1	Andr|Tfm	CTNNB|FLJ25606|DKFZp686D02253|FLJ37923	Two-hybrid	Pawlowski JE (2002)	11916967	10116	9606
EG3064	EG54299	HD	Ncor1	IT15|HTT	Rxrip13|MGC116328	Reconstituted Complex	Boutell JM (1999)	10441327	9606	10116
EG8673	EG60466	VAMP8	Stx7	EDB	N/A	Affinity Capture-Western	Antonin W (2000)	11101518	9606	10116
