IN NO EVENT SHALL MOUNT SINAI HOSPITAL BE LIABLE TO ANY PARTY FOR DIRECT, INDIRECT, SPECIAL, INCIDENTAL, OR CONSEQUENTIAL
DAMAGES, INCLUDING LOST PROFITS, ARISING OUT OF THE USE OF THIS SOFTWARE AND ITS DOCUMENTATION, EVEN IF MOUNT SINAI HOSPITAL
HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGE.

MOUNT SINAI HOSPITAL SPECIFICALLY DISCLAIMS ANY IMPLIED WARRANTIES OF MERCHANTABILITY AND FITNESS FOR A PARTICULAR PURPOSE.
THE SOFTWARE AND ACCOMPANYING DOCUMENTATION, IF ANY, PROVIDED HEREUNDER IS PROVIDED "AS IS". MOUNT SINAI HOSPITAL HAS NO
OBLIGATION TO PROVIDE MAINTENANCE, SUPPORT, UPDATES, ENHANCEMENTS, OR MODIFICATIONS.

Published research assisted by this document should cite the original publishing author, as well as:
In any articles making use of this data, please refer to:
Stark C, Breitkreutz BJ, Reguly T, Boucher L, Breitkreutz A, Tyers M. BioGRID: A General Repository for Interaction Datasets. Nucleic Acids Res. Jan1;34:D535-9.

This data is distributed for research purposes only, and is provided WITHOUT ANY WARRANTY.

----------------------------------------------------------------------------------------------------

Brief Description of the Columns: 

A.) INTERACTOR_A			Unique ID for Interacting Partner A
B.) INTERACTOR_B			Unique ID for Interacting Partner B
C.) OFFICIAL_SYMBOL_FOR_A
D.) OFFICIAL_SYMBOL_FOR_B
E.) ALIASES_FOR_A			List of common names for geneA, separated by '|'
F.) ALIASES_FOR_B			List of common names for geneB, separated by '|'
G.) EXPERIMENTAL_SYSTEM			System in which the interaction was shown
H.) SOURCE				Author/s of the interaction
I.) PUBMED_ID				PubMed_ID of the paper, separated by ';'
J.) ORGANISM_A_ID				NCBI ID of Gene A Organism
K.) ORGANISM_B_ID				NCBI ID of Gene B Organism

----------------------------------------------------------------------------------------------------
File Version: 2.0.56
----------------------------------------------------------------------------------------------------

INTERACTOR_A	INTERACTOR_B	OFFICIAL_SYMBOL_A	OFFICIAL_SYMBOL_B	ALIASES_FOR_A	ALIASES_FOR_B	EXPERIMENTAL_SYSTEM	SOURCE	PUBMED_ID	ORGANISM_A_ID	ORGANISM_B_ID
F39B2.4	EG174788	sur-2	trr-1	N/A	C47D12.1	Phenotypic Enhancement	Lehner B (2006)	16845399	6239	6239
M03A1.1	EG175789	vab-1	N/A	N/A	B0336.6	Phenotypic Enhancement	Lehner B (2006)	16845399	6239	6239
M03A1.1	EG172461	vab-1	Bromodomain	N/A	C01H6.7	Phenotypic Enhancement	Lehner B (2006)	16845399	6239	6239
M03A1.1	EG177212	vab-1	htz-1	N/A	R08C7.3	Phenotypic Enhancement	Lehner B (2006)	16845399	6239	6239
M03A1.1	EG176426	vab-1	tag-246	N/A	ZK1128.5	Phenotypic Enhancement	Lehner B (2006)	16845399	6239	6239
M03A1.1	EG174233	vab-1	cdc-42	N/A	R07G3.1	Phenotypic Enhancement	Lehner B (2006)	16845399	6239	6239
M03A1.1	EG172677	vab-1	cdk-8	N/A	F39H11.3	Phenotypic Enhancement	Lehner B (2006)	16845399	6239	6239
M03A1.1	EG179603	vab-1	ceh-32	N/A	W05E10.3	Phenotypic Enhancement	Lehner B (2006)	16845399	6239	6239
M03A1.1	EG181194	vab-1	dpy-22	N/A	F47A4.2	Phenotypic Enhancement	Lehner B (2006)	16845399	6239	6239
M03A1.1	EG266854	vab-1	dsh-2	N/A	C27A2.6	Phenotypic Enhancement	Lehner B (2006)	16845399	6239	6239
M03A1.1	EG176992	vab-1	egl-18	N/A	F55A8.1	Phenotypic Enhancement	Lehner B (2006)	16845399	6239	6239
M03A1.1	T27C4.4	vab-1	egr-1	N/A	N/A	Phenotypic Enhancement	Lehner B (2006)	16845399	6239	6239
M03A1.1	F47D12.4	vab-1	N/A	N/A	hmg-1.2	Phenotypic Enhancement	Lehner B (2006)	16845399	6239	6239
M03A1.1	EG179096	vab-1	mys-1	N/A	VC5.4	Phenotypic Enhancement	Lehner B (2006)	16845399	6239	6239
M03A1.1	EG175462	vab-1	nhr-6	N/A	C48D5.1	Phenotypic Enhancement	Lehner B (2006)	16845399	6239	6239
M03A1.1	EG181456	vab-1	ptr-24	N/A	F46G10.5	Phenotypic Enhancement	Lehner B (2006)	16845399	6239	6239
M03A1.1	EG181341	vab-1	sdc-2	N/A	C35C5.1	Phenotypic Enhancement	Lehner B (2006)	16845399	6239	6239
M03A1.1	EG174788	vab-1	trr-1	N/A	C47D12.1	Phenotypic Enhancement	Lehner B (2006)	16845399	6239	6239
M03A1.1	EG172636	vab-1	unc-120	N/A	D1081.2	Phenotypic Enhancement	Lehner B (2006)	16845399	6239	6239
M03A1.1	EG172504	vab-1	tag-185	N/A	C26C6.1	Phenotypic Enhancement	Lehner B (2006)	16845399	6239	6239
M03A1.1	EG175634	vab-1	mel-28	N/A	C38D4.3	Phenotypic Enhancement	Lehner B (2006)	16845399	6239	6239
M03A1.1	EG172891	vab-1	csnk-1	N/A	Y106G6E.6	Phenotypic Enhancement	Lehner B (2006)	16845399	6239	6239
M03A1.1	F07A11.6	vab-1	din-1	N/A	N/A	Phenotypic Enhancement	Lehner B (2006)	16845399	6239	6239
M03A1.1	EG179671	vab-1	dpy-30	N/A	ZK863.6	Phenotypic Enhancement	Lehner B (2006)	16845399	6239	6239
M03A1.1	EG178191	vab-1	gex-3	N/A	F28D1.10	Phenotypic Enhancement	Lehner B (2006)	16845399	6239	6239
M03A1.1	EG191677	vab-1	his-31	N/A	F17E9.12	Phenotypic Enhancement	Lehner B (2006)	16845399	6239	6239
M03A1.1	EG179341	vab-1	his-37	N/A	C50F4.7	Phenotypic Enhancement	Lehner B (2006)	16845399	6239	6239
M03A1.1	B0304.1	vab-1	hlh-1	N/A	N/A	Phenotypic Enhancement	Lehner B (2006)	16845399	6239	6239
M03A1.1	EG183457	vab-1	hnd-1	N/A	C44C10.8	Phenotypic Enhancement	Lehner B (2006)	16845399	6239	6239
M03A1.1	F58A3.1	vab-1	ldb-1	N/A	N/A	Phenotypic Enhancement	Lehner B (2006)	16845399	6239	6239
M03A1.1	EG178120	vab-1	let-653	N/A	C29E6.1	Phenotypic Enhancement	Lehner B (2006)	16845399	6239	6239
M03A1.1	EG176282	vab-1	lin-12	N/A	R107.8	Phenotypic Enhancement	Lehner B (2006)	16845399	6239	6239
M03A1.1	EG266825	vab-1	lin-59	N/A	T12F5.4	Phenotypic Enhancement	Lehner B (2006)	16845399	6239	6239
M03A1.1	EG181362	vab-1	mes-1	N/A	F54F7.5	Phenotypic Enhancement	Lehner B (2006)	16845399	6239	6239
M03A1.1	K10C3.6	vab-1	nhr-49	N/A	N/A	Phenotypic Enhancement	Lehner B (2006)	16845399	6239	6239
M03A1.1	T09A12.4	vab-1	nhr-66	N/A	N/A	Phenotypic Enhancement	Lehner B (2006)	16845399	6239	6239
M03A1.1	F33D4.1	vab-1	nhr-8	N/A	N/A	Phenotypic Enhancement	Lehner B (2006)	16845399	6239	6239
M03A1.1	EG177617	vab-1	hgrs-1	N/A	C07G1.5	Phenotypic Enhancement	Lehner B (2006)	16845399	6239	6239
M03A1.1	EG174319	vab-1	qua-1	N/A	T05C12.10	Phenotypic Enhancement	Lehner B (2006)	16845399	6239	6239
M03A1.1	EG184091	vab-1	aps-2	N/A	F02E8.3	Phenotypic Enhancement	Lehner B (2006)	16845399	6239	6239
M03A1.1	ZC101.2	vab-1	unc-52	N/A	N/A	Phenotypic Enhancement	Lehner B (2006)	16845399	6239	6239
M03A1.1	C04A2.3	vab-1	egl-27	N/A	N/A	Phenotypic Enhancement	Lehner B (2006)	16845399	6239	6239
M03A1.1	EG174830	vab-1	lin-29	N/A	W03C9.4	Phenotypic Enhancement	Lehner B (2006)	16845399	6239	6239
EG172249	EG178354	lin-35	lin-66	C32F10.2	B0513.1	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG182368	lin-35	nas-7	C32F10.2	C07D10.4	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG174285	lin-35	hda-2	C32F10.2	C08B11.2	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	C09G12.8	lin-35	ced-10	C32F10.2	N/A	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG175941	lin-35	N/A	C32F10.2	C13B9.1	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG181382	lin-35	cab-1	C32F10.2	C23H4.1	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG172682	lin-35	C36B1.8	C32F10.2	N/A	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG177633	lin-35	N/A	C32F10.2	D2096.6	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG184248	lin-35	N/A	C32F10.2	F09E10.5	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG180688	lin-35	N/A	C32F10.2	F09F9.4	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG178152	lin-35	N/A	C32F10.2	F11A10.5	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	F13B10.1	lin-35	tir-1	C32F10.2	N/A	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG172777	lin-35	stl-1	C32F10.2	F30A10.5	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG178834	lin-35	N/A	C32F10.2	F32D1.5	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG180809	lin-35	F35C8.7	C32F10.2	chtl-1	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG175602	lin-35	N/A	C32F10.2	F35G12.5	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG174505	lin-35	zfp-2	C32F10.2	F35H8.3	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG179586	lin-35	duo-1	C32F10.2	F38B7.5	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG174700	lin-35	lsm-1	C32F10.2	F40F8.9	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG173597	lin-35	N/A	C32F10.2	F42G2.6	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	F42G8.3	lin-35	pmk-2	C32F10.2	N/A	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG171712	lin-35	spe-15	C32F10.2	F47G6.4	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG173296	lin-35	src-2	C32F10.2	F49B2.5	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG179893	lin-35	end-1	C32F10.2	F58E10.2	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG178158	lin-35	N/A	C32F10.2	M18.8	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG173846	lin-35	sgt-1	C32F10.2	R05F9.10	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG187696	lin-35	N/A	C32F10.2	R08C7.4	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG177915	lin-35	pqn-55	C32F10.2	R09E10.7	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG174553	lin-35	N/A	C32F10.2	R53.2	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG174271	lin-35	N/A	C32F10.2	T01H3.2	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG191771	lin-35	spo-11	C32F10.2	T05E11.4	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	T05F1.6	lin-35	hsr-9	C32F10.2	N/A	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG172305	lin-35	N/A	C32F10.2	T09B4.1	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG172529	lin-35	N/A	C32F10.2	T23G11.6	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG174452	lin-35	N/A	C32F10.2	T24H10.7	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	T24H7.5	lin-35	ATPase	C32F10.2	N/A	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG175360	lin-35	N/A	C32F10.2	W04B5.5	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG171908	lin-35	N/A	C32F10.2	W05F2.3	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG3896724	lin-35	W05F2.4	C32F10.2	N/A	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG178443	lin-35	N/A	C32F10.2	Y105C5A.23	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG189844	lin-35	N/A	C32F10.2	Y42H9B.3	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG176543	lin-35	pha-1	C32F10.2	Y48A6C.5	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG190105	lin-35	oig-3	C32F10.2	Y50E8A.3	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG175040	lin-35	N/A	C32F10.2	Y51H1A.6	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG177070	lin-35	Y54G2A.17	C32F10.2	N/A	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG190737	lin-35	N/A	C32F10.2	Y77E11A.9	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG175273	lin-35	kbp-4	C32F10.2	Y92C3B.1	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG172342	lin-35	san-1	C32F10.2	ZC328.4	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG176109	lin-35	N/A	C32F10.2	ZK688.3	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG178052	lin-35	N/A	C32F10.2	B0035.11	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	B0286.4	lin-35	ntl-2	C32F10.2	N/A	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG175789	lin-35	N/A	C32F10.2	B0336.6	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG176330	lin-35	baf-1	C32F10.2	B0464.7	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG174734	lin-35	N/A	C32F10.2	B0491.5	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG177342	lin-35	csn-5	C32F10.2	B0547.1	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG173763	lin-35	N/A	C32F10.2	C01F1.2	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG181488	lin-35	gck-4	C32F10.2	C04A11.3	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG174257	lin-35	skr-17	C32F10.2	C06A8.4	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG177355	lin-35	C06E7.1	C32F10.2	N/A	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG173967	lin-35	C18A3.5	C32F10.2	N/A	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG176613	lin-35	rsp-8	C32F10.2	C18D11.4	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG174428	lin-35	N/A	C32F10.2	C18E9.4	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG173431	lin-35	C24H12.5	C32F10.2	N/A	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG266650	lin-35	ula-1	C32F10.2	C26E6.8	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG173872	lin-35	ify-1	C32F10.2	C27A2.3	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG176118	lin-35	N/A	C32F10.2	C29E4.8	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG177561	lin-35	N/A	C32F10.2	C33H5.7	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG177170	lin-35	ubc-1	C32F10.2	C35B1.1	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG172681	lin-35	N/A	C32F10.2	C36B1.7	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG173287	lin-35	pry-1	C32F10.2	C37A5.9	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG180750	lin-35	lon-2	C32F10.2	C39E6.1	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG172784	lin-35	klp-16	C32F10.2	C41G7.2	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG183473	lin-35	gip-2	C32F10.2	C45G3.3	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG172420	lin-35	N/A	C32F10.2	C48B6.2	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG183628	lin-35	N/A	C32F10.2	C49H3.8	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG175461	lin-35	tubulin	C32F10.2	C54C6.2	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG180843	lin-35	sft-4	C32F10.2	C54H2.5	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG178944	lin-35	N/A	C32F10.2	CD4.4	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG172636	lin-35	unc-120	C32F10.2	D1081.2	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG172513	lin-35	N/A	C32F10.2	D2030.4	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG172687	lin-35	lmn-1	C32F10.2	DY3.2	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG174179	lin-35	N/A	C32F10.2	E04F6.4	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG172491	lin-35	paramyosin	C32F10.2	F07A5.7	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	F08B1.1	lin-35	N/A	C32F10.2	vhp-1	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG177673	lin-35	N/A	C32F10.2	F08B4.5	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG184267	lin-35	N/A	C32F10.2	F09G8.3	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG175205	lin-35	mat-3	C32F10.2	F10C5.1	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	F11H8.4	lin-35	cyk-1	C32F10.2	N/A	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG180410	lin-35	N/A	C32F10.2	F13C5.2	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG181264	lin-35	N/A	C32F10.2	F13E6.2	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG174017	lin-35	fbf-2	C32F10.2	F21H12.5	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG178067	lin-35	N/A	C32F10.2	F22B3.4	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG184886	lin-35	N/A	C32F10.2	F23B2.13	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG175254	lin-35	N/A	C32F10.2	F23H11.5	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG178958	lin-35	clec-1	C32F10.2	F25B4.9	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG184935	lin-35	nrs-2	C32F10.2	F25G6.6	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG172944	lin-35	tct-1	C32F10.2	F25H2.11	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG172939	lin-35	N/A	C32F10.2	F25H2.5	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG172742	lin-35	N/A	C32F10.2	F25H5.5	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG172741	lin-35	N/A	C32F10.2	F25H5.6	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG175660	lin-35	N/A	C32F10.2	F26F4.11	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG177231	lin-35	N/A	C32F10.2	F29B9.11	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG176828	lin-35	N/A	C32F10.2	F29C4.2	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG172521	lin-35	N/A	C32F10.2	F29D11.2	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG178830	lin-35	N/A	C32F10.2	F32D1.2	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG172258	lin-35	N/A	C32F10.2	F33D11.10	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	F36H1.4	lin-35	lin-3	C32F10.2	N/A	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG175944	lin-35	isw-1	C32F10.2	F37A4.8	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG176010	lin-35	N/A	C32F10.2	F37C12.1	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG180357	lin-35	pha-4	C32F10.2	F38A6.1	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	F39H2.2	lin-35	sig-7	C32F10.2	N/A	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG176402	lin-35	N/A	C32F10.2	F40F12.7	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG173819	lin-35	N/A	C32F10.2	F41C3.4	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG179243	lin-35	smk-1	C32F10.2	F41E6.4	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG174482	lin-35	sdhb-1	C32F10.2	F42A8.2	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	F43C1.2	lin-35	mpk-1	C32F10.2	N/A	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG172657	lin-35	N/A	C32F10.2	F43G9.5	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	F44A6.2	lin-35	sex-1	C32F10.2	N/A	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	F44C4.4	lin-35	gon-14	C32F10.2	N/A	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG174807	lin-35	N/A	C32F10.2	F44E5.1	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG176769	lin-35	N/A	C32F10.2	F45G2.8	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG172773	lin-35	skr-2	C32F10.2	F46A9.4	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG172775	lin-35	skr-1	C32F10.2	F46A9.5	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG185853	lin-35	ceh-27	C32F10.2	F46F3.1	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG180522	lin-35	lsy-2	C32F10.2	F49H12.1	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG186085	lin-35	N/A	C32F10.2	F52C6.3	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG175174	lin-35	N/A	C32F10.2	F54C4.1	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG186223	lin-35	cpar-1	C32F10.2	F54C8.2	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG174374	lin-35	N/A	C32F10.2	F54C9.9	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG179611	lin-35	syn-3	C32F10.2	F55A11.2	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG176992	lin-35	egl-18	C32F10.2	F55A8.1	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG172225	lin-35	cir-1	C32F10.2	F55F8.4	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG175403	lin-35	F56F11.4	C32F10.2	N/A	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG172368	lin-35	N/A	C32F10.2	F57B10.8	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG176359	lin-35	hcp-3	C32F10.2	F58A4.3	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG176358	lin-35	pri-1	C32F10.2	F58A4.4	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG175442	lin-35	N/A	C32F10.2	F59A2.4	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG173768	lin-35	pfd-2	C32F10.2	H20J04.5	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	H38K22.2	lin-35	dcn-1	C32F10.2	N/A	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG186855	lin-35	N/A	C32F10.2	K01H12.2	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	K02A11.1	lin-35	gfi-2	C32F10.2	N/A	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG176315	lin-35	K04H4.2	C32F10.2	N/A	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG173457	lin-35	sdz-24	C32F10.2	K07E8.3	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG187337	lin-35	N/A	C32F10.2	K12H4.5	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG171882	lin-35	arx-7	C32F10.2	M01B12.3	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG178074	lin-35	mep-1	C32F10.2	M04B2.1	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG187451	lin-35	N/A	C32F10.2	M05B5.2	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG174673	lin-35	cap-2	C32F10.2	M106.5	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	M110.5	lin-35	dab-1	C32F10.2	N/A	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG178006	lin-35	let-70	C32F10.2	M7.1	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG176439	lin-35	div-1	C32F10.2	R01H10.1	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG176840	lin-35	N/A	C32F10.2	R02D3.5	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
EG172249	EG175754	lin-35	N/A	C32F10.2	R02F2.7	Phenotypic Enhancement	Ceron J (2007)	17417969	6239	6239
